timestamp_ist,rainfall_mm,rainfall_rate_mm_h,source_station,source_type,observation_classification,quality_flag,missing_flag,derivation_basis
2023-07-08T16:00:00+05:30,8.13,8.13,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_DAYTIME_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from afternoon non-burst pool (24.4 mm / 3h). Hourly AWS telemetry unrecorded in open archives.
2023-07-08T17:00:00+05:30,1.79,1.79,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_OVERNIGHT_RESIDUAL,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from 15h overnight pool (26.9 mm / 15h = 1.79 mm/h; 153.0mm 24h minus 126.1mm daytime). Hourly telemetry unrecorded in open archives.
2023-07-08T18:00:00+05:30,1.79,1.79,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_OVERNIGHT_RESIDUAL,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from 15h overnight pool (26.9 mm / 15h = 1.79 mm/h; 153.0mm 24h minus 126.1mm daytime). Hourly telemetry unrecorded in open archives.
2023-07-08T19:00:00+05:30,1.79,1.79,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_OVERNIGHT_RESIDUAL,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from 15h overnight pool (26.9 mm / 15h = 1.79 mm/h; 153.0mm 24h minus 126.1mm daytime). Hourly telemetry unrecorded in open archives.
2023-07-08T20:00:00+05:30,1.79,1.79,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_OVERNIGHT_RESIDUAL,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from 15h overnight pool (26.9 mm / 15h = 1.79 mm/h; 153.0mm 24h minus 126.1mm daytime). Hourly telemetry unrecorded in open archives.
2023-07-08T21:00:00+05:30,1.79,1.79,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_OVERNIGHT_RESIDUAL,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from 15h overnight pool (26.9 mm / 15h = 1.79 mm/h; 153.0mm 24h minus 126.1mm daytime). Hourly telemetry unrecorded in open archives.
2023-07-08T22:00:00+05:30,1.79,1.79,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_OVERNIGHT_RESIDUAL,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from 15h overnight pool (26.9 mm / 15h = 1.79 mm/h; 153.0mm 24h minus 126.1mm daytime). Hourly telemetry unrecorded in open archives.
2023-07-08T23:00:00+05:30,1.79,1.79,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_OVERNIGHT_RESIDUAL,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from 15h overnight pool (26.9 mm / 15h = 1.79 mm/h; 153.0mm 24h minus 126.1mm daytime). Hourly telemetry unrecorded in open archives.
2023-07-09T00:00:00+05:30,1.79,1.79,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_OVERNIGHT_RESIDUAL,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from 15h overnight pool (remaining 8 hours of 26.9 mm pool). Hourly telemetry unrecorded in open archives.
2023-07-09T01:00:00+05:30,1.79,1.79,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_OVERNIGHT_RESIDUAL,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from 15h overnight pool (remaining 8 hours of 26.9 mm pool). Hourly telemetry unrecorded in open archives.
2023-07-09T02:00:00+05:30,1.79,1.79,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_OVERNIGHT_RESIDUAL,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from 15h overnight pool (remaining 8 hours of 26.9 mm pool). Hourly telemetry unrecorded in open archives.
2023-07-09T03:00:00+05:30,1.79,1.79,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_OVERNIGHT_RESIDUAL,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from 15h overnight pool (remaining 8 hours of 26.9 mm pool). Hourly telemetry unrecorded in open archives.
2023-07-09T04:00:00+05:30,1.79,1.79,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_OVERNIGHT_RESIDUAL,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from 15h overnight pool (remaining 8 hours of 26.9 mm pool). Hourly telemetry unrecorded in open archives.
2023-07-09T05:00:00+05:30,1.79,1.79,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_OVERNIGHT_RESIDUAL,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from 15h overnight pool (remaining 8 hours of 26.9 mm pool). Hourly telemetry unrecorded in open archives.
2023-07-09T06:00:00+05:30,1.79,1.79,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_OVERNIGHT_RESIDUAL,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from 15h overnight pool (remaining 8 hours of 26.9 mm pool). Hourly telemetry unrecorded in open archives.
2023-07-09T07:00:00+05:30,1.79,1.79,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_OVERNIGHT_RESIDUAL,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from 15h overnight pool (remaining 8 hours of 26.9 mm pool). Hourly telemetry unrecorded in open archives.
2023-07-09T08:00:00+05:30,4.48,4.48,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (107.4 mm / 24h = 4.475 mm/h). Line-item hourly telemetry unrecorded in open archives.
2023-07-09T09:00:00+05:30,4.48,4.48,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (107.4 mm / 24h = 4.475 mm/h). Line-item hourly telemetry unrecorded in open archives.
2023-07-09T10:00:00+05:30,4.48,4.48,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (107.4 mm / 24h = 4.475 mm/h). Line-item hourly telemetry unrecorded in open archives.
2023-07-09T11:00:00+05:30,4.48,4.48,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (107.4 mm / 24h = 4.475 mm/h). Line-item hourly telemetry unrecorded in open archives.
2023-07-09T12:00:00+05:30,4.48,4.48,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (107.4 mm / 24h = 4.475 mm/h). Line-item hourly telemetry unrecorded in open archives.
2023-07-09T13:00:00+05:30,4.48,4.48,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (107.4 mm / 24h = 4.475 mm/h). Line-item hourly telemetry unrecorded in open archives.
2023-07-09T14:00:00+05:30,4.48,4.48,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (107.4 mm / 24h = 4.475 mm/h). Line-item hourly telemetry unrecorded in open archives.
2023-07-09T15:00:00+05:30,4.48,4.48,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (107.4 mm / 24h = 4.475 mm/h). Line-item hourly telemetry unrecorded in open archives.
2023-07-09T16:00:00+05:30,4.48,4.48,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (107.4 mm / 24h = 4.475 mm/h). Line-item hourly telemetry unrecorded in open archives.
2023-07-09T17:00:00+05:30,4.48,4.48,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (107.4 mm / 24h = 4.475 mm/h). Line-item hourly telemetry unrecorded in open archives.
2023-07-09T18:00:00+05:30,4.48,4.48,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (107.4 mm / 24h = 4.475 mm/h). Line-item hourly telemetry unrecorded in open archives.
2023-07-09T19:00:00+05:30,4.48,4.48,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (107.4 mm / 24h = 4.475 mm/h). Line-item hourly telemetry unrecorded in open archives.
2023-07-09T20:00:00+05:30,4.48,4.48,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (107.4 mm / 24h = 4.475 mm/h). Line-item hourly telemetry unrecorded in open archives.
2023-07-09T21:00:00+05:30,4.48,4.48,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (107.4 mm / 24h = 4.475 mm/h). Line-item hourly telemetry unrecorded in open archives.
2023-07-09T22:00:00+05:30,4.48,4.48,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (107.4 mm / 24h = 4.475 mm/h). Line-item hourly telemetry unrecorded in open archives.
2023-07-09T23:00:00+05:30,4.48,4.48,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (107.4 mm / 24h = 4.475 mm/h). Line-item hourly telemetry unrecorded in open archives.
2023-07-10T00:00:00+05:30,4.47,4.47,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (remaining 8 hours of 107.4 mm pool). Line-item hourly telemetry unrecorded in open archives.
2023-07-10T01:00:00+05:30,4.47,4.47,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (remaining 8 hours of 107.4 mm pool). Line-item hourly telemetry unrecorded in open archives.
2023-07-10T02:00:00+05:30,4.47,4.47,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (remaining 8 hours of 107.4 mm pool). Line-item hourly telemetry unrecorded in open archives.
2023-07-10T03:00:00+05:30,4.47,4.47,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (remaining 8 hours of 107.4 mm pool). Line-item hourly telemetry unrecorded in open archives.
2023-07-10T04:00:00+05:30,4.47,4.47,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (remaining 8 hours of 107.4 mm pool). Line-item hourly telemetry unrecorded in open archives.
2023-07-10T05:00:00+05:30,4.47,4.47,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (remaining 8 hours of 107.4 mm pool). Line-item hourly telemetry unrecorded in open archives.
2023-07-10T06:00:00+05:30,4.47,4.47,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (remaining 8 hours of 107.4 mm pool). Line-item hourly telemetry unrecorded in open archives.
2023-07-10T07:00:00+05:30,4.47,4.47,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_24H_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from official 24-hr climate total (remaining 8 hours of 107.4 mm pool). Line-item hourly telemetry unrecorded in open archives.
2023-07-10T08:00:00+05:30,0.51,0.51,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_DAYTIME_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from daytime accumulation (4.6 mm / 9h). Hourly telemetry unrecorded in open archives.
2023-07-10T09:00:00+05:30,0.51,0.51,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_DAYTIME_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from daytime accumulation (4.6 mm / 9h). Hourly telemetry unrecorded in open archives.
2023-07-10T10:00:00+05:30,0.51,0.51,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_DAYTIME_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from daytime accumulation (4.6 mm / 9h). Hourly telemetry unrecorded in open archives.
2023-07-10T11:00:00+05:30,0.51,0.51,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_DAYTIME_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from daytime accumulation (4.6 mm / 9h). Hourly telemetry unrecorded in open archives.
2023-07-10T12:00:00+05:30,0.51,0.51,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_DAYTIME_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from daytime accumulation (4.6 mm / 9h). Hourly telemetry unrecorded in open archives.
2023-07-10T13:00:00+05:30,0.51,0.51,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_DAYTIME_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from daytime accumulation (4.6 mm / 9h). Hourly telemetry unrecorded in open archives.
2023-07-10T14:00:00+05:30,0.51,0.51,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_DAYTIME_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from daytime accumulation (4.6 mm / 9h). Hourly telemetry unrecorded in open archives.
2023-07-10T15:00:00+05:30,0.51,0.51,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_DAYTIME_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from daytime accumulation (4.6 mm / 9h). Hourly telemetry unrecorded in open archives.
2023-07-10T16:00:00+05:30,0.51,0.51,IMD Safdarjung Observatory (WMO 42182),DERIVED_FROM_DAYTIME_BLOCK,DERIVED_BLOCK_ALLOCATION,DERIVED SCENARIO — NOT OBSERVED HOURLY RAINFALL,False,Allocated from daytime accumulation (4.6 mm / 9h). Hourly telemetry unrecorded in open archives.
2023-07-10T17:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-event cessation; zero rain verified.
2023-07-10T18:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-event cessation; zero rain verified.
2023-07-10T19:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-event cessation; zero rain verified.
2023-07-10T20:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-event cessation; zero rain verified.
2023-07-10T21:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-event cessation; zero rain verified.
2023-07-10T22:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-event cessation; zero rain verified.
2023-07-10T23:00:00+05:30,0.0,0.0,IMD Safdarjung Observatory (WMO 42182),SYNOPTIC_REPORT,VERIFIED_ZERO,OBSERVED_ZERO_VERIFIED,False,Post-event cessation; zero rain verified.
